Race Session (date),Piece,KM,Rigging,Personnel,Result
5/12/2021,3,2,p/s,Best/Davison,07:19.0
5/12/2021,3,2,p/s,Dean/Grady,07:31.0
5/12/2021,3,2,p/s,Wallis/Carlson,07:40.0
5/12/2021,3,2,p/s,Weiss/Karwoski,07:18.0
5/12/2021,3,2,p/s,Dethlefs/Reed,07:20.0
5/26/2021,1,2,p/s/p/s,Best/Grady/Dean/Reed,06:20.0
5/26/2021,1,2,p/s/p/s,Dethlefs/Carlson/Wallis/Karwoski,06:27.3
5/27/2021,1,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:20.0
5/27/2021,1,2,p/s/p/s,Corrigan/Grady/Dethlefs/Richards,06:20.4
5/28/2021,1,2,p/s/p/s,Best/Karwoski/Corrigan/Richards,06:20.0
5/28/2021,1,2,p/s/p/s,Dean/Grady/Weiss/Reed,06:21.2
5/28/2021,2,2,p/s/p/s,Best/Grady/Corrigan/Richards,06:20.0
5/28/2021,2,2,p/s/p/s,Dean/Karwoski/Weiss/Reed,06:22.3
